,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiplelines,internet_service,online_security,online_backup,device_protection,techsupport,streaming_tv,streaming_movies,contract,paperless,payment_method,monthly_charges,total_charges,churn,probability
504,5609-CEBID,Female,True,False,False,20,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,94.1,1782.4,True,0.29953132149212636
505,8981-FJGLA,Male,False,False,True,11,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,78.0,851.8,False,0.450792507515934
506,7218-HKQFK,Male,False,True,False,2,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,94.2,167.5,True,0.28876352675777306
507,4636-QRJKY,Female,False,True,True,6,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,80.5,502.85,True,0.43216750974710416
508,1135-LMECX,Female,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.85,19.85,False,0.7832158033335064
509,4332-MUOEZ,Male,True,True,True,20,True,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,False,Credit card,94.3,1818.3,False,0.8525683862470329
510,8535-SFUTN,Male,False,False,False,61,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.45,6300.15,False,0.6616295145433801
511,5956-VKDTT,Female,True,True,False,5,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,334.8,True,0.22519638742873604
512,8677-HDZEE,Female,False,False,False,56,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer,105.45,5916.95,False,0.677899226134667
513,2475-MROZF,Male,False,False,False,30,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,True,Credit card,95.0,2852.4,False,0.7790244241630373
514,9412-GHEEC,Male,False,False,False,40,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,False,Bank transfer,104.8,4131.95,True,0.6285100779777644
515,3482-ABPKK,Female,False,False,False,28,True,No,DSL,Yes,No,No,Yes,No,No,One year,False,Mailed check,54.3,1546.3,False,0.9651948014920124
516,6705-LXORM,Female,True,True,False,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.05,302.6,False,0.33254075929939186
517,0257-ZESQC,Female,True,True,False,27,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer,75.2,1929.35,True,0.635601133850437
518,7531-GQHME,Male,False,False,False,12,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Credit card,20.05,265.45,False,0.8795185564238696
519,5174-ITUMV,Male,False,True,True,67,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,105.4,6989.45,False,0.796677129758283
520,4109-CYRBD,Male,True,True,False,29,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,51.6,1442.0,False,0.6875392008339758
521,0913-XWSCN,Male,False,True,True,55,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Bank transfer,85.5,4713.4,False,0.7730851983389683
522,6825-UYPFK,Female,False,False,False,23,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer,75.6,1758.6,True,0.5744394308957728
523,8397-MVTAZ,Male,False,True,False,34,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.05,3480.0,True,0.3501332178336256
524,0750-EBAIU,Male,False,False,False,52,True,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,False,Electronic check,91.25,4738.3,False,0.8940623380187831
525,8606-CIQUL,Male,True,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,115.75,8399.15,False,0.9431286480824785
526,3571-DPYUH,Male,False,True,True,58,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,True,Credit card,94.7,5430.35,False,0.9119847528798168
527,7601-GNDYK,Male,False,True,True,35,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,19.6,686.95,False,0.9907272972440294
528,0356-OBMAC,Female,True,False,False,56,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer,99.9,5706.3,False,0.894256019918782
529,8067-NIOYM,Female,False,True,True,24,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,21.1,490.65,False,0.9802766305781007
530,1403-GYAFU,Male,False,True,True,70,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Credit card,20.05,1360.25,False,0.998752997768672
531,4234-XTNEA,Male,False,False,False,2,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.95,174.45,False,0.2695534994831217
532,1297-VQDRP,Male,True,True,True,68,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card,107.15,7379.8,False,0.860943748787439
533,9282-IZGQK,Female,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.0,85.0,True,0.21494163817403256
534,5348-CAGXB,Male,False,False,False,12,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.55,1021.75,False,0.292893914888247
535,0621-HJWXJ,Female,False,True,False,63,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer,81.55,5029.05,False,0.8197560101542986
536,5844-QVTAT,Female,False,True,True,33,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,True,Mailed check,58.45,1955.4,False,0.9556698370256153
537,8905-IAZPF,Female,False,True,False,69,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Credit card,95.65,6744.2,False,0.8734656009699644
538,5394-MEITZ,Female,False,True,True,60,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,80.6,4946.7,False,0.9791370151776367
539,6859-QNXIQ,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,113.1,8248.5,False,0.9432878998163547
540,2782-LFZVW,Female,False,False,False,11,True,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,True,Mailed check,58.95,601.6,False,0.5495005099944632
541,2866-IKBTM,Female,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.55,19.55,False,0.7806150718549605
542,1342-JPNKI,Male,False,False,False,10,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer,86.05,834.1,True,0.34757301864441725
543,2817-NTQDO,Male,False,False,False,13,False,NO_PHONE,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Credit card,45.55,597.0,True,0.7281200484266965
544,7129-AZJDE,Male,False,True,True,34,True,No,Fiber optic,No,No,No,No,No,Yes,One year,True,Bank transfer,78.95,2647.2,False,0.7798496963771908
545,6986-IJDHX,Male,False,True,True,39,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Mailed check,86.3,3266.0,True,0.7176668550886118
546,2560-PPCHE,Female,False,False,False,65,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer,105.05,6744.25,False,0.8544072617930198
547,4676-MQUEA,Male,True,True,False,50,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,True,Bank transfer,101.9,5265.5,False,0.8104366732823831
548,8138-EALND,Male,False,False,False,15,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.75,311.6,False,0.888045068152128
549,3580-HYCSP,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer,110.3,7966.9,False,0.9324562800468611
550,1352-HNSAW,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer,115.6,8220.4,False,0.9502012197044024
551,2075-PUEPR,Male,False,True,True,55,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,19.35,1153.25,False,0.9965248889336605
552,1982-FEBTD,Female,False,True,True,23,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,25.6,514.75,False,0.9731826073463379
553,5301-GAUUY,Male,False,False,False,32,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer,80.35,2596.15,True,0.6094610080369347
554,5791-KAJFD,Female,False,True,True,56,True,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,True,Bank transfer,68.75,3808.0,False,0.9615597706816617
555,2654-VBVPB,Female,False,False,False,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Bank transfer,19.9,19.9,False,0.7714410664751347
556,1154-HYWWO,Male,False,False,False,38,True,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,False,Mailed check,70.6,2708.2,False,0.9721083916279205
557,2501-XWWTZ,Male,False,False,False,11,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.2,760.05,False,0.4667826297351315
558,3716-UVSPD,Male,False,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,49.3,49.3,False,0.5918858009830064
559,6815-ABQFQ,Male,False,True,False,56,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,107.25,6033.3,False,0.7837202691590137
560,7343-EOBEU,Male,False,True,False,3,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,23.6,89.05,False,0.6916153555601959
561,3701-SFMUH,Male,False,True,True,7,True,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,False,Credit card,69.7,516.15,False,0.732718044577933
562,6103-LIANB,Male,False,True,True,59,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,True,Credit card,99.5,5861.75,False,0.8859761643440999
563,7319-VENRZ,Male,False,False,False,7,True,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,False,Bank transfer,64.3,445.95,False,0.719776969356766
564,5846-NEQVZ,Male,False,True,True,71,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,True,Credit card,70.85,4973.4,False,0.9947495188680857
565,6967-QIQRV,Male,False,True,True,15,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,False,Electronic check,101.9,1667.25,False,0.7762480218230909
566,5781-RFZRP,Male,False,True,False,71,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Credit card,73.5,5357.75,False,0.9930044260821282
567,0939-YAPAF,Female,False,False,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.25,3527.6,True,0.36754841417840567
568,0308-IVGOK,Female,False,False,False,11,False,NO_PHONE,DSL,No,Yes,Yes,Yes,No,No,One year,True,Credit card,40.4,422.6,False,0.8284918822415365
569,7293-LSCDV,Female,False,True,True,60,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,19.25,1103.25,False,0.9970238596595296
570,7025-WCBNE,Male,True,False,False,47,True,Yes,DSL,No,Yes,No,Yes,No,No,Two year,False,Bank transfer,59.6,2754.0,False,0.9787243931028967
571,5756-JYOJT,Female,False,False,False,11,True,No,DSL,No,No,Yes,Yes,No,Yes,One year,False,Credit card,64.9,697.25,False,0.8804001599238724
572,4710-FDUIZ,Male,False,True,False,56,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,False,Credit card,100.3,5614.45,True,0.8288453983573238
573,6030-REHUX,Female,True,True,False,28,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,110.85,3204.4,False,0.35603273760785337
574,9548-LIGTA,Male,False,True,False,61,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,81.05,4747.65,False,0.9867673580813896
575,5150-LJNSR,Male,False,True,True,31,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,False,Bank transfer,98.05,3082.1,False,0.8449083372913749
576,8270-RKSAP,Male,False,False,False,9,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.5,597.9,False,0.3872123438976238
577,6522-YRBXD,Male,True,True,False,35,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,94.55,3365.4,False,0.4930222286113146
578,2640-LYMOV,Male,False,False,False,2,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,19.65,38.8,False,0.7478158646557946
579,1218-VKFPE,Female,False,True,True,12,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,19.0,233.55,True,0.88175588325434
580,3627-FHKBK,Female,False,False,False,1,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,75.3,75.3,True,0.5595056919132866
581,2865-TCHJW,Female,True,False,False,4,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,346.2,True,0.18929569814492664
582,1423-BMPBQ,Female,False,True,True,1,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,19.0,19.0,False,0.7564922873712306
583,2393-DIVAI,Female,False,False,False,3,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Mailed check,20.0,61.7,False,0.7554804031959275
584,5192-EBGOV,Female,True,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.7,85.7,True,0.18243880120747602
585,4568-KNYWR,Male,False,False,False,52,True,No,DSL,Yes,Yes,No,No,Yes,No,Two year,True,Credit card,63.25,3342.45,False,0.9824296282885961
586,8752-IMQOS,Male,False,True,True,5,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,20.1,85.1,False,0.923178308453756
587,0742-LAFQK,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,True,Electronic check,99.15,7422.1,False,0.9237239878998169
588,0795-LAFGP,Male,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,90.4,6668.05,False,0.985435805277575
589,0619-OLYUR,Male,False,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card,111.9,8071.05,False,0.947501082467726
590,5512-IDZEI,Male,False,True,True,46,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Electronic check,24.9,1174.8,False,0.9833119319087021
591,0459-SPZHJ,Male,False,True,True,63,True,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Credit card,83.5,5435.0,False,0.9822820757756275
592,0215-BQKGS,Male,False,False,False,30,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card,84.3,2438.6,False,0.7610408248307159
593,9244-ZVAPM,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.6,45.6,False,0.6501064996002855
594,0719-SYFRB,Female,False,False,False,12,True,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,61.65,713.75,True,0.7766553393318383
595,8208-EUMTE,Male,False,False,False,16,False,NO_PHONE,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,54.85,916.15,False,0.9384377477683917
596,5172-MIGPM,Male,False,False,False,4,True,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,False,Mailed check,65.55,237.2,False,0.6680797132134003
597,1710-RCXUS,Male,False,True,False,51,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,True,Credit card,90.35,4614.55,False,0.8257558730843364
598,0374-FIUCA,Male,False,True,False,65,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,True,Credit card,20.4,1414.45,False,0.9972425792592053
599,5839-SUYVZ,Male,False,False,False,16,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Credit card,74.55,1170.5,False,0.6351927854939629
600,5173-ZXXXL,Male,False,False,False,2,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.95,47.7,False,0.8949353887113395
601,1096-ADRUX,Female,False,True,True,66,True,Yes,Fiber optic,No,No,No,No,No,No,One year,True,Bank transfer,74.25,4859.25,False,0.9238272044730765
602,2001-MCUUW,Male,False,False,False,46,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,108.65,4903.2,False,0.8566124409427732
603,2731-GJRDG,Female,False,False,False,32,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer,109.55,3608.0,False,0.7532163751449403
604,4723-BEGSG,Male,False,True,False,72,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card,86.65,6094.25,False,0.9899349210043287
605,6516-NKQBO,Male,False,True,True,38,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card,81.0,3084.9,False,0.9803424621651509
606,8672-OAUPW,Male,False,False,True,51,True,No,DSL,No,No,No,Yes,No,No,One year,False,Credit card,47.85,2356.75,False,0.9859721877540284
607,8207-DMRVL,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer,114.55,8306.05,False,0.9596778997793989
608,3419-SNJJD,Female,True,True,False,65,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,False,Bank transfer,105.25,6786.4,True,0.7077180351213244
609,6543-CPZMK,Male,False,True,True,9,False,NO_PHONE,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,29.95,248.95,True,0.5159379204137156
610,4765-OXPPD,Female,False,True,True,9,True,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,False,Mailed check,65.0,663.05,True,0.8844951371337098
611,2804-ETQDK,Male,False,False,True,66,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,20.55,1357.1,False,0.9984181799965942
612,6689-VRRTK,Female,True,False,False,44,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card,109.8,4860.35,False,0.7373358651216513
613,7138-GIRSH,Male,False,False,False,50,True,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,False,Bank transfer,69.5,3418.2,False,0.9759151761715479
614,9396-ZSFLL,Female,False,False,False,15,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,48.85,631.4,False,0.7196705539305868
615,6464-KEXXH,Male,False,False,False,8,False,NO_PHONE,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card,25.25,186.3,False,0.5366145508731704
616,7134-MJPDY,Female,True,False,False,66,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card,102.85,6976.75,False,0.8052334662900327
617,5240-CAOYT,Female,False,False,False,57,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,True,Bank transfer,87.55,4884.85,False,0.8716895470859292
618,4059-IIEBK,Female,False,False,False,7,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer,78.55,522.95,False,0.37308770436442884
619,4881-JVQOD,Male,True,True,True,10,False,NO_PHONE,DSL,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer,34.55,362.6,False,0.4251287941595875
620,0516-UXRMT,Female,False,False,False,62,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,True,Electronic check,92.05,5755.8,False,0.906712661638224
621,4851-BQDNX,Male,False,True,True,40,True,No,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Electronic check,85.05,3355.65,False,0.7750847521818308
622,5148-HKFIR,Female,False,False,False,20,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,19.7,406.95,False,0.9747827475584305
623,1009-IRMNA,Female,False,False,False,7,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Bank transfer,20.0,137.6,True,0.8249396514565683
624,3003-CMDUU,Female,False,True,False,25,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,95.15,2395.7,False,0.44616255832590246
625,5016-IBERQ,Male,False,True,False,23,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,False,Electronic check,84.25,1968.1,False,0.5084239534864217
626,6797-UCJHZ,Female,True,True,False,66,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card,104.6,6819.45,False,0.8157544845164761
627,2469-DTSGX,Female,True,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,111.65,7943.45,False,0.9030098555126521
628,4554-YGZIH,Male,True,True,False,49,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Credit card,90.05,4547.25,True,0.6645201650222481
629,5099-BAILX,Male,True,True,True,43,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer,110.75,4687.9,True,0.5825567424301976
630,9931-KGHOA,Female,False,True,False,46,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Bank transfer,55.0,2473.95,False,0.932045556476198
631,1775-KWJKQ,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card,89.85,6562.9,False,0.9908372329590887
632,7665-VIGUD,Male,False,False,False,10,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,20.35,176.3,False,0.9315164313681888
633,9411-TPQQV,Female,False,False,False,40,False,NO_PHONE,DSL,Yes,No,No,Yes,Yes,Yes,One year,True,Bank transfer,54.55,2236.2,False,0.9168441331635907
634,7207-RMRDB,Female,False,True,True,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,105.5,6985.65,True,0.6103759976381513
635,7954-MLBUN,Male,False,False,False,31,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer,99.45,3109.9,False,0.8651355545988316
636,2077-DDHJK,Female,False,True,False,68,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Credit card,70.9,4911.35,False,0.9948285915313602
637,4913-EHYUI,Male,True,True,True,56,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer,104.55,5794.65,True,0.7975027016639982
638,0195-IESCP,Male,False,True,False,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,85.25,855.3,True,0.2674281134107751
639,9574-BOSMD,Male,False,True,True,68,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Bank transfer,25.4,1620.2,False,0.9978369945977031
640,4580-TMHJU,Female,False,True,True,43,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,56.15,2499.3,True,0.8793883974412083
641,0970-ETWGE,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.55,89.55,True,0.21558623126533905
642,4908-XAXAY,Female,True,False,False,49,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,True,Bank transfer,89.85,4287.2,False,0.7991706768392919
643,8404-VLQFB,Female,False,True,True,15,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,True,Electronic check,25.25,394.85,False,0.7990511921535405
644,1626-ERCMM,Male,True,True,False,20,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.55,1899.65,True,0.22097352669706327
645,0887-HJGAR,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.7,45.7,True,0.5870560314132129
646,2391-IPLOP,Male,False,True,True,50,True,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,True,Electronic check,69.65,3442.15,False,0.941650275432039
647,5644-PDMZC,Female,True,False,False,2,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Electronic check,89.5,161.5,True,0.24152007529385533
648,3509-GWQGF,Male,True,False,False,24,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card,70.0,1732.6,False,0.6155003962658627
649,9576-ANLXO,Female,False,False,False,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer,69.55,222.3,True,0.37265637684749353
650,2024-BASKD,Female,False,False,False,1,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,74.6,74.6,True,0.3784692007161805
651,5845-BZZIB,Male,False,True,True,35,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Two year,False,Mailed check,20.1,655.3,False,0.9910534753963366
652,1140-UKVZG,Female,False,False,False,17,True,Yes,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Mailed check,24.8,475.25,False,0.8689186575513468
653,4160-AMJTL,Female,True,False,False,8,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,Month-to-month,False,Electronic check,19.65,164.3,True,0.7436720365175262
654,5183-SNMJQ,Male,False,False,False,10,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card,95.1,865.1,False,0.46349802447521016
655,8100-PNJMH,Male,False,True,True,68,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card,88.85,6132.7,False,0.9860421895621742
656,7838-LAZFO,Male,False,True,False,45,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,False,Bank transfer,78.8,3597.5,False,0.944327815934193
657,4464-JCOLN,Male,False,True,True,2,True,No,No,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,NO_INTERNET,One year,False,Mailed check,19.85,35.9,True,0.9093749437736599
